region_code,region_name,region_level,n_species,n_checklists,top_hotspot,hotspot_name
US-NY-059,Nassau,subnational2,368,42356,L167247,Jones Beach SP
US-NY-059,Nassau,subnational2,368,42356,L167247,Jones Beach SP
US-NY-047,Kings,subnational2,360,44882,L109516,Prospect Park
US-NY-081,Queens,subnational2,357,28657,L165143,Jamaica Bay Wildlife Refuge
US-NY-055,Monroe,subnational2,351,68848,L139811,Hamlin Beach SP--Parking Lot No. 4 (Primary Lakewatch site)
US-NY-075,Oswego,subnational2,338,19968,L166701,Derby Hill Hawk Watch--North Lookout
US-NY-109,Tompkins,subnational2,337,133563,L99381,Stewart Park
US-NY-085,Richmond,subnational2,331,47417,L296377,Great Kills Park
US-NY-119,Westchester,subnational2,331,38067,L109149,Marshlands Conservancy
US-NY-029,Erie,subnational2,329,29485,L207765,Tifft Nature Preserve
US-NY-061,New York,subnational2,320,51072,L191106,Central Park
US-NY-063,Niagara,subnational2,320,13033,L169679,Golden Hill SP
US-NY-071,Orange,subnational2,315,18276,L295658,Wallkill River NWR--Liberty Marsh (NY)
US-NY-117,Wayne,subnational2,309,23240,L508804,Montezuma (NMWMA)--Van Dyne Spoor Rd.
US-NY-011,Cayuga,subnational2,307,16452,L234417,Fair Haven SP
US-NY-013,Chautauqua,subnational2,306,10055,L156186,Audubon Community Nature Center
US-NY-045,Jefferson,subnational2,305,13912,L122943,El Dorado Beach Preserve
US-NY-067,Onondaga,subnational2,305,29332,L340691,Three Rivers WMA
US-NY-099,Seneca,subnational2,304,33328,L267814,Montezuma NWR--Wildlife Drive
US-NY-037,Genesee,subnational2,296,8395,L210241,Oak Orchard WMA
US-NY-111,Ulster,subnational2,291,19193,L294957,Kingston Point
US-NY-001,Albany,subnational2,288,23252,L213239,Five Rivers EEC
US-NY-089,St. Lawrence,subnational2,288,10882,L912965,Indian Creek Nature Center--Trails
US-NY-105,Sullivan,subnational2,287,11131,L132036,Bashakill State WMA
US-NY-091,Saratoga,subnational2,284,16404,L208678,Vischer Ferry Nature & Historic Preserve
US-NY-027,Dutchess,subnational2,282,25538,L986996,Tivoli Bays WMA
US-NY-065,Oneida,subnational2,282,18347,L224783,Verona Beach SP
US-NY-073,Orleans,subnational2,280,6432,L370875,Lakeside Beach SP
US-NY-069,Ontario,subnational2,278,23770,L771877,"Risser Rd. swamp, Canandaigua"
US-NY-007,Broome,subnational2,277,31047,L212514,Upper Lisle County Park
US-NY-005,Bronx,subnational2,271,6902,L284155,Pelham Bay Park
US-NY-053,Madison,subnational2,271,11321,L227544,Woodman Pond
US-NY-087,Rockland,subnational2,271,8156,L275331,Piermont Pier
US-NY-031,Essex,subnational2,270,12899,L304736,Crown Point State Historic Site
US-NY-039,Greene,subnational2,269,6838,L293903,Four Mile Point--Vosburgh Swamp
US-NY-019,Clinton,subnational2,263,2781,L1672642,Ausable Marsh WMA
US-NY-021,Columbia,subnational2,260,7229,L697297,Lake Taghkanic SP
US-NY-051,Livingston,subnational2,260,15936,L800055,Avon DEC Ponds (Twin Cedars)
US-NY-083,Rensselaer,subnational2,260,11416,L488165,Papscanee Island Nature Preserve
US-NY-043,Herkimer,subnational2,249,18262,L162592,Moss Lake
US-NY-115,Washington,subnational2,249,6004,L358625,Ft. Edward Grasslands IBA
US-NY-009,Cattaraugus,subnational2,247,7811,L246469,Allegany SP
US-NY-097,Schuyler,subnational2,246,4766,L1359885,Catharine Creek Marsh--Rock Cabin Rd.
US-NY-015,Chemung,subnational2,245,16764,L312295,Sullivanville Dam
US-NY-023,Cortland,subnational2,244,5907,L583661,Lime Hollow--Visitor Center area
US-NY-033,Franklin,subnational2,242,7179,L1509081,Lake Colby Railroad Tracks
US-NY-095,Schoharie,subnational2,241,3087,L3390146,Schoharie Reservoir
US-NY-093,Schenectady,subnational2,238,3959,L515384,"Collins Lake, Collins Park"
US-NY-123,Yates,subnational2,238,3305,L4536617,Marcus Whitman Townline Road Property
US-NY-121,Wyoming,subnational2,235,2332,L160586,Beaver Meadow Audubon Center
US-NY-017,Chenango,subnational2,234,3245,L3074026,Long Pond SF--Long Pond and Hwy 41
US-NY-107,Tioga,subnational2,233,9016,L2319934,North Spencer Marsh (Michigan Hollow Lake)
US-NY-079,Putnam,subnational2,230,2757,L469459,Constitution Marsh Audubon Center & Sanctuary
US-NY-101,Steuben,subnational2,230,8293,L113951,Spencer Crest
US-NY-025,Delaware,subnational2,228,5056,L2384566,"Bridge St., Downsville"
US-NY-077,Otsego,subnational2,226,4921,L1179700,Glimmerglass SP
US-NY-113,Warren,subnational2,226,3292,L2128813,"Pineview Cemetery, Queensbury"
US-NY-003,Allegany,subnational2,225,2940,L1326387,Cuba Lake
US-NY-057,Montgomery,subnational2,224,3316,L548076,Schoharie Crossing SHS
US-NY-035,Fulton,subnational2,220,5886,L1144401,"Cline Rd., marsh (east)"
US-NY-049,Lewis,subnational2,220,2224,L1558270,Tug Hill WMA
US-NY-041,Hamilton,subnational2,211,5966,L109141,Ferds Bog
US-VA-131,Northampton,subnational2,412,14595,L718370,Chesapeake Bay Bridge-Tunnel (Northampton Co.)
US-VA-001,Accomack,subnational2,383,21856,L718378,Chincoteague NWR
US-VA-001,Accomack,subnational2,383,21856,L718378,Chincoteague NWR
US-VA-810,Virginia Beach,subnational2,374,24501,L718307,Back Bay NWR
US-VA-059,Fairfax,subnational2,314,75321,L159300,Dyke Marsh Wildlife Preserve
US-VA-095,James City,subnational2,307,12616,L280466,Greensprings Interpretive Trail
US-VA-153,Prince William,subnational2,301,20665,L718641,Occoquan Bay NWR
US-VA-740,Portsmouth,subnational2,288,2152,L159297,Craney Island Disposal Area (restricted access)
US-VA-710,Norfolk,subnational2,284,7798,L251092,Norfolk Botanical Gardens
US-VA-650,Hampton,subnational2,279,3224,L718480,Grandview Nature Preserve
US-VA-061,Fauquier,subnational2,278,12879,L159404,Sky Meadows SP
US-VA-165,Rockingham,subnational2,276,18980,L467717,Lake Shenandoah
US-VA-107,Loudoun,subnational2,271,11925,L277592,Algonkian Regional Park
US-VA-181,Surry,subnational2,269,1219,L718515,Hog Island WMA
US-VA-015,Augusta,subnational2,268,10921,L354549,Swoope Area
US-VA-023,Botetourt,subnational2,265,4678,L596121,Greenfield--Botetourt Center
US-VA-199,York,subnational2,262,4454,L286165,New Quarter Park
US-VA-800,Suffolk,subnational2,259,3438,L718484,Great Dismal Swamp NWR
US-VA-073,Gloucester,subnational2,258,4330,L718315,Beaverdam Park--Main Entrance
US-VA-117,Mecklenburg,subnational2,258,4138,L582793,Staunton View Public Use Area
US-VA-193,Westmoreland,subnational2,256,1916,L159307,George Washington Birthplace National Monument
US-VA-099,King George,subnational2,254,3042,L612117,LaGrange Lane (Field is private-from road only)
US-VA-041,Chesterfield,subnational2,253,10127,L207180,Dutch Gap Conservation Area/Henricus Historical Park
US-VA-003,Albemarle,subnational2,249,14634,L1397102,Lickinghole Creek
US-VA-510,Alexandria,subnational2,249,7275,L226317,Daingerfield Island
US-VA-087,Henrico,subnational2,249,9119,L1810089,Curles Neck Farm (restricted access)
US-VA-036,Charles City,subnational2,248,1984,L481503,Shirley Plantation
US-VA-115,Mathews,subnational2,246,1412,L271098,Bethel Beach Natural Area Preserve
US-VA-770,Roanoke City,subnational2,245,1997,L718701,Roanoke STP (Sewage Treatment Plant)
US-VA-700,Newport News,subnational2,243,3928,L718631,Newport News Park
US-VA-163,Rockbridge,subnational2,242,3102,L1123878,Willow Lake
US-VA-083,Halifax,subnational2,240,2904,L159407,Staunton River State Park
US-VA-121,Montgomery,subnational2,240,13642,L659528,Virginia Tech--Duck Pond
US-VA-155,Pulaski,subnational2,240,3964,L798996,Parrott River Road
US-VA-013,Arlington,subnational2,239,7996,L168992,Fort C.F. Smith Park
US-VA-043,Clarke,subnational2,239,3506,L235100,Blandy Experimental Farm/State Arboretum of Virginia
US-VA-093,Isle of Wight,subnational2,239,1571,L718452,Fort Boykin Historic Park
US-VA-133,Northumberland,subnational2,239,1102,L441725,Hughlett Point Natural Area Preserve
US-VA-147,Prince Edward,subnational2,239,5827,L1041056,Sandy River Reservoir--Dam and Boat Launch Area
US-VA-550,Chesapeake,subnational2,236,3482,L718637,Oak Grove Lake Park
US-VA-101,King William,subnational2,234,1242,L622333,The Pocket
US-VA-750,Radford,subnational2,232,10141,L718330,David Bisset Park/Riverway Trail
US-VA-760,Richmond City,subnational2,232,10560,L525710,James River Park--The Wetlands
US-VA-019,Bedford,subnational2,229,3294,L718653,Peaks of Otter Recreation Area
US-VA-161,Roanoke,subnational2,226,4374,L226978,Murray's Pond
US-VA-171,Shenandoah,subnational2,226,5201,L718427,Elizabeth Furnace Recreational Area
US-VA-047,Culpeper,subnational2,224,2496,L1652746,Woodward Turf Farm (Culpeper Co.)
US-VA-159,Richmond,subnational2,224,966,L417475,Rappahannock River Valley NWR--Wilna/Wright Units
US-VA-069,Frederick,subnational2,221,2796,L718556,Lake Frederick
US-VA-191,Washington,subnational2,219,817,L718509,Hidden Valley WMA
US-VA-091,Highland,subnational2,217,3489,L159285,Blue Grass Valley
US-VA-009,Amherst,subnational2,216,1730,L718601,Mill Creek Lake Park
US-VA-790,Staunton,subnational2,216,1499,L525829,Bell's Lane
US-VA-185,Tazewell,subnational2,214,1136,L718354,Burke's Garden
US-VA-109,Louisa,subnational2,213,2187,L1831618,Green Springs NHLD--Green Springs Road
US-VA-179,Stafford,subnational2,213,1609,L718303,Aquia Landing Park
US-VA-197,Wythe,subnational2,213,746,L718708,Rural Retreat Lake
US-VA-830,Williamsburg,subnational2,212,2515,L1320412,Matoaka Lake and Woods
US-VA-103,Lancaster,subnational2,207,916,L718318,Belle Isle State Park
US-VA-137,Orange,subnational2,206,848,L288835,Lake Orange
US-VA-017,Bath,subnational2,205,780,L718560,Lake Moomaw (Bath Co.)
US-VA-177,Spotsylvania,subnational2,204,1203,L718550,Lake Anna State Park
US-VA-139,Page,subnational2,202,1663,L159390,Shenandoah NP
US-VA-149,Prince George,subnational2,202,1152,L1030273,James River NWR
US-VA-187,Warren,subnational2,201,1886,L418815,"Raymond R. ""Andy"" Guest Jr. Shenandoah River State Park"
US-VA-125,Nelson,subnational2,200,1650,L471032,Spruce Creek Park
US-VA-157,Rappahannock,subnational2,199,890,L225435,Shenandoah NP--Elkwallow
US-VA-173,Smyth,subnational2,199,543,L718523,Hungry Mother State Park
US-VA-077,Grayson,subnational2,197,1419,L718483,Grayson Highlands State Park
US-VA-167,Russell,subnational2,197,515,L718565,Clinch Mountain WMA--Laurel Bed Lake
US-VA-029,Buckingham,subnational2,196,1379,L718538,James River State Park
US-VA-085,Hanover,subnational2,196,1850,L2444448,Chamberlayne Swamp
US-VA-067,Franklin,subnational2,195,3247,L718735,Blue Ridge Parkway--Smart View Recreation Area
US-VA-145,Powhatan,subnational2,195,2869,L816700,Belmead
US-VA-065,Fluvanna,subnational2,193,2207,L516331,Lake Monticello (gated community/restricted access)
US-VA-735,Poquoson,subnational2,193,558,L2153527,Messick Point
US-VA-127,New Kent,subnational2,192,1045,L283670,Cumberland Marsh Natural Area Preserve
US-VA-680,Lynchburg,subnational2,191,941,L718237,Peaks View Park
US-VA-079,Greene,subnational2,190,1445,L757322,Shenandoah NP--Pocosin Cabin
US-VA-540,Charlottesville,subnational2,189,3023,L718767,Riverview Park
US-VA-033,Caroline,subnational2,188,717,L718681,Rappahannock River Valley NWR--Port Royal Unit
US-VA-113,Madison,subnational2,188,2064,L159391,Shenandoah NP--Big Meadows
US-VA-057,Essex,subnational2,184,505,L849175,Rappahannock River Valley NWR--Hutchinson Unit
US-VA-141,Patrick,subnational2,184,1760,L595847,Fairy Stone State Park
US-VA-035,Carroll,subnational2,182,799,L718401,Crooked Creek WMA
US-VA-660,Harrisonburg,subnational2,182,1971,L1164379,Hillandale Park
US-VA-097,King and Queen,subnational2,182,631,L718799,Walkerton Landing
US-VA-119,Middlesex,subnational2,181,472,L718422,Dragon's Lair 1
US-VA-005,Alleghany,subnational2,180,630,L5391899,Lake Moomaw (Alleghany Co.)
US-VA-011,Appomattox,subnational2,180,1193,L326907,Holliday Lake State Park (Appomattox Co.)
US-VA-820,Waynesboro,subnational2,180,939,L1395678,Ridgeview Park
US-VA-031,Campbell,subnational2,179,661,L718578,Long Island Park and Boat Ramp
US-VA-590,Danville,subnational2,179,824,L519621,Dan Daniel Memorial Park Riverwalk
US-VA-071,Giles,subnational2,179,1133,L159358,Mountain Lake
US-VA-143,Pittsylvania,subnational2,176,1581,L279159,White Oak Mountain WMA
US-VA-037,Charlotte,subnational2,175,594,L159378,Red Hill Patrick Henry National Memorial
US-VA-630,Fredericksburg,subnational2,173,925,L719241,Fredericksburg Canal Path
US-VA-670,Hopewell,subnational2,173,383,L443278,Petersburg National Battlefield Park--City Point Unit
US-VA-775,Salem,subnational2,172,690,L2445162,Mason Creek Greenway
US-VA-195,Wise,subnational2,171,800,L159321,High Knob Recreation Area
US-VA-027,Buchanan,subnational2,170,560,L191448,Compton Mountain
US-VA-063,Floyd,subnational2,169,1957,L565749,Floyd--Outskirts
US-VA-183,Sussex,subnational2,169,1464,L555556,Piney Grove Preserve
US-VA-049,Cumberland,subnational2,168,677,L356871,Bear Creek Lake State Park
US-VA-053,Dinwiddie,subnational2,167,468,L718301,Appomattox Riverside Park
US-VA-045,Craig,subnational2,166,481,L718442,Fenwick Mines Recreation Area
US-VA-075,Goochland,subnational2,166,820,L760136,Tucker Park at Maidens Crossing
US-VA-111,Lunenburg,subnational2,164,465,L718582,Lunenburg Beach Reservoir
US-VA-007,Amelia,subnational2,159,479,L718295,Amelia WMA
US-VA-175,Southampton,subnational2,159,497,L718320,Bellyache Swamp
US-VA-600,Fairfax City,subnational2,156,4740,L1600296,Daniels Run Park
US-VA-520,Bristol,subnational2,152,555,L2203158,Sugar Hollow Park
US-VA-051,Dickenson,subnational2,151,578,L718336,Breaks Interstate Park
US-VA-081,Greensville,subnational2,147,238,L682487,Steel Bridge Road
US-VA-683,Manassas,subnational2,146,488,L2453566,Manassas Airport
US-VA-089,Henry,subnational2,145,374,L718656,Philpott Lake Recreation Area
US-VA-021,Bland,subnational2,140,239,L134,East River Mountain
US-VA-570,Colonial Heights,subnational2,136,365,L3204911,Fort Clifton Park
US-VA-135,Nottoway,subnational2,135,449,L1043505,Nottoway County Lake Boat Ramp
US-VA-530,Buena Vista,subnational2,133,130,L718472,Glen Maury Park
US-VA-840,Winchester,subnational2,133,271,L4808120,Winchester Green Circle--Abrams Creek Wetlands Preserve
US-VA-169,Scott,subnational2,132,137,L718619,Natural Tunnel State Park
US-VA-105,Lee,subnational2,130,265,L718820,Wilderness Road State Park
US-VA-025,Brunswick,subnational2,128,186,L718394,Great Creek Park
US-VA-730,Petersburg,subnational2,120,138,L619777,Lee Memorial Park
US-VA-620,Franklin City,subnational2,113,163,L5136577,Pretlow Industrial Park fields
US-VA-580,Covington,subnational2,109,92,L4558164,Main Street Park
US-VA-690,Martinsville,subnational2,108,71,L5040941,Dick and Willie Passage Trail
US-VA-678,Lexington,subnational2,106,153,L2361544,Jordan's Point Park
US-VA-610,Falls Church,subnational2,101,260,L4838046,Isaac Crossman Park at Four Mile Run
US-VA-595,Emporia,subnational2,96,92,L682497,Emporia Reservoir
US-VA-640,Galax,subnational2,87,43,L718629,New River Trail State Park--Galax
US-VA-720,Norton,subnational2,81,49,L159304,Flag Rock Recreation Area
US-VA-685,Manassas Park,subnational2,70,42,L2148169,Manassas Park--Russia Branch Trail
US-NV-003,Clark,subnational2,416,29e3,L168656,Desert NWR--Corn Creek (Field Station)
US-NV-003,Clark,subnational2,416,29e3,L168656,Desert NWR--Corn Creek (Field Station)
US-NV-023,Nye,subnational2,344,8138,L388900,Ash Meadows NWR HQ
US-NV-017,Lincoln,subnational2,335,3531,L288848,Pahranagat  NWR
US-NV-009,Esmeralda,subnational2,330,1745,L866927,Dyer - Arlemont Ranch (restricted access)
US-NV-031,Washoe,subnational2,328,17629,L320006,Pyramid Lake
US-NV-007,Elko,subnational2,298,5760,L273165,South Fork State Recreation Area
US-NV-001,Churchill,subnational2,288,3943,L190275,Carson Lake
US-NV-033,White Pine,subnational2,266,5750,L344959,Ruby Lake NWR
US-NV-019,Lyon,subnational2,260,2880,L969157,Mason Valley WMA
US-NV-005,Douglas,subnational2,255,3953,L600602,Spooner Lake State Park
US-NV-510,Carson City,subnational2,253,3070,L868854,Carson City WWTP Wetlands
US-NV-021,Mineral,subnational2,248,622,L269372,Walker Lake
US-NV-013,Humboldt,subnational2,231,2859,L375272,Sheldon NWR
US-NV-027,Pershing,subnational2,228,658,L365709,Rye Patch Dam
US-NV-015,Lander,subnational2,211,1595,L869919,Austin
US-NV-011,Eureka,subnational2,194,640,L869907,Eureka (town)
US-NV-029,Storey,subnational2,191,1395,L878236,McCarran Ranch (Storey Co.)
US-NC-055,Dare,subnational2,419,33907,L190286,Pea Island NWR
US-NC-055,Dare,subnational2,419,33907,L190286,Pea Island NWR
US-NC-031,Carteret,subnational2,375,6284,L1023805,North River Farms (permission required)
US-NC-129,New Hanover,subnational2,361,12090,L337931,Fort Fisher SRA
US-NC-019,Brunswick,subnational2,355,6148,L469291,Sunset Beach
US-NC-095,Hyde,subnational2,344,4101,L190061,Mattamuskeet NWR
US-NC-183,Wake,subnational2,314,30384,L303621,Lake Crabtree County Park
US-NC-053,Currituck,subnational2,306,2528,L302859,Mackay Island NWR
US-NC-037,Chatham,subnational2,305,5965,L340685,Jordan Lake--Historical Data Only
US-NC-119,Mecklenburg,subnational2,302,19836,L282505,Cowan's Ford Wildlife Refuge
US-NC-133,Onslow,subnational2,296,1939,L805361,New River Inlet
US-NC-063,Durham,subnational2,288,25209,L871971,Falls Lake--Ellerbe Creek RR Grade
US-NC-049,Craven,subnational2,287,2462,L307025,Croatan NF--Craven Co.
US-NC-089,Henderson,subnational2,283,5251,L207852,Jackson Park
US-NC-067,Forsyth,subnational2,280,21477,L386755,Archie Elledge Treatment Plant (restricted access)
US-NC-141,Pender,subnational2,279,1989,L529457,North Topsail Island
US-NC-187,Washington,subnational2,277,3831,L189725,Pettigrew State Park
US-NC-081,Guilford,subnational2,274,10430,L1257632,Lake Brandt--Horsepen Creek mudflats
US-NC-021,Buncombe,subnational2,268,15188,L166279,Beaver Lake Bird Sanctuary
US-NC-175,Transylvania,subnational2,263,4086,L860374,Brevard Hike & Bike Path--Hospital Fields
US-NC-135,Orange,subnational2,261,13130,L331344,Mason Farm Biological Reserve
US-NC-013,Beaufort,subnational2,260,1021,L835859,Goose Creek SP
US-NC-137,Pamlico,subnational2,255,2398,L1341755,Goose Creek--Spring Creek Impoundment
US-NC-035,Catawba,subnational2,250,2684,L165194,Riverbend Park
US-NC-125,Moore,subnational2,247,2375,L1174469,Lake Surf (restricted access)
US-NC-191,Wayne,subnational2,245,291,L676457,Goldsboro Wastewater Treatment Plant
US-NC-147,Pitt,subnational2,244,1479,L792246,Greenville--River Park North
US-NC-087,Haywood,subnational2,242,4170,L248876,Lake Junaluska
US-NC-177,Tyrrell,subnational2,239,1067,L1194645,Palmetto Peartree Preserve
US-NC-025,Cabarrus,subnational2,236,3620,L480402,Coddle Creek Reservoir--North End
US-NC-193,Wilkes,subnational2,235,2203,L358674,W. Kerr Scott Reservoir--Dam
US-NC-195,Wilson,subnational2,235,1256,L1035233,Buckhorn Reservoir
US-NC-051,Cumberland,subnational2,232,3014,L1392990,Carvers Creek SP--Long Valley Farm
US-NC-157,Rockingham,subnational2,230,5643,L886226,Mebane Bridge Rd.
US-NC-071,Gaston,subnational2,226,2747,L816731,Rankin Lake and Spillway
US-NC-189,Watauga,subnational2,223,5810,L424469,Valle Crucis Community Park
US-NC-027,Caldwell,subnational2,222,975,L1335130,Lake Hickory--Lovelady Access Area
US-NC-077,Granville,subnational2,221,610,L593590,Falls Lake--Neuse River RR Grade (Granville Co)
US-NC-083,Halifax,subnational2,220,604,L602221,Medoc Mountain State Park
US-NC-007,Anson,subnational2,218,753,L358792,Pee Dee NWR
US-NC-151,Randolph,subnational2,214,1296,L971809,North Carolina Zoological Park
US-NC-097,Iredell,subnational2,213,1689,L1446443,Lake Norman SP
US-NC-179,Union,subnational2,213,3776,L1649906,Cane Creek Park
US-NC-045,Cleveland,subnational2,210,1054,L3337870,Broad River Greenway
US-NC-003,Alexander,subnational2,207,861,L231610,Lake Hickory--Dusty Ridge Access Area
US-NC-023,Burke,subnational2,207,1252,L613247,Blue Ridge Pkwy--Linville Falls
US-NC-017,Bladen,subnational2,206,657,L1152715,Cape Fear River--Lock and Dam 1
US-NC-173,Swain,subnational2,206,1662,L1066890,Ferguson Fields (Kituwah Farm)
